Elegido;264;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
Numero;Codigo;C;C+;C-;D;D+;D-;B;B+;B-;d;d+;d-;GR;GR+;GR-;A;A+;A-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;TORQUE DE SELLOS +;TORQUE DE SELLOS -;PORCENTAJE DE GRASA;TIPO DE GRASA;Fecha Rev. Plano;Rev.
231;B&P-048-205-KYYB5 - HNHL;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;38;13;22.25;127;0;64;58;64;58;0.237;0.158;2.7-3.6gr;polyrex;2022-06-29 00:00:00;F
232;B&P-048-207-KYYB2 - HNHL;19;0;-120;72;0;-13;37.694;0;-120;NO;NO;NO;RADIAL;15;33;28.6;127;0;64;58;64;58;45cNm / 0,45Nm;30cNm / 0,3Nm;60 - 80%;polyrex;2017-09-22 00:00:00;C
233;B&P-048-204-JY3-HNHL;15.494;0;-120;45.23;0;-13;18.699;0;-120;16.053;0;-60;RADIAL;52;36;NO;NO;NO;64;58;64;58;16cNm / 0,16Nm;10cNm / 0,1Nm;60%-80%;polyrex;2022-06-09 00:00:00;E
234;B&P-048-205-GP-HNHL;18.26;-5;-100;53.086;0;-13;19.43;-5;-100;16.13;-10;-120;Axial;54;18;NO;NO;NO;64;58;64;58;0.169N.m;0.127Nm;2.7-3.6gr;Polyrex;2022-06-09 00:00:00;A
235;B&P-048-209-KYYB2-HNHL;19;0;-120;85;0;-13;30;0;-120;39.5;20;0;C3;18;36;38.125;127;0;64;58;64;58;0.677 N.m;0.451 N.m;10.7-14.3 gr;Polyrex;2023-04-04 00:00:00;A
236;B&P-048-G-207-KYY2-HNHL;19;0;-120;72;0;-13;37.7;0;-120;36.83;127;0;RADIAL;33;15;31.8;127;0;64;58;64;58;0.318 N.m;0.247 N.m;60%-80%;Polyrex;2007-08-16 00:00:00;0
237;B&P-048-W-211KRRB50-HBZD;25;0;-120;100;0;-15;42.862;0;-80;45.5;160;0;RADIAL (C3);43;18;44.475;127;0;64;58;64;58;1 Nm;0,672 Nm;21.38 - 16.03 gr;Polyrex;2023-04-12 00:00:00;A
238;B&P-048-207-KRRB9-MID;17;0;-127;72;0;-13;37.694;0;-127;NO;NO;NO;C0;20;6;28.6;127;0;64;58;64;58;0.318 N.m;0.247 N.m;60%-80%;Polyrex;2022-07-01 00:00:00;A
239;B&P-048-209-KYYB2-MID;19;0;-120;85;0;-13;30;0;-120;39.5;20;0;C3;18;36;38.125;127;0;64;58;64;58;0.677 N.m;0.451 N.m;10.7-14.3 gr;Polyrex;2023-04-04 00:00:00;A
240;B&P-048-207-KYYB2-MID;19;0;-120;72;0;-13;37.694;0;-120;NO;NO;NO;RADIAL;15;33;28.6;127;0;64;58;64;58;45cNm / 0,45Nm;30cNm / 0,3Nm;60 - 80%;polyrex;2017-09-22 00:00:00;C
241;B&P-048-207-KPPB55-MID;19;0;-127;72;0;-13;25;0;-127;NO;NO;NO;radial C0;20;6;31.88;100;0;64;58;64;58;1Nm;0,5Nm;7,3-9,75gr;Polyrex;2023-03-07 00:00:00;A
242;B&P-048-5204-KPP3 - CMI;42.6;50;-50;47;0;-15;48;0;-120;20;127;0;AXIAL;20;35;NO;NO;NO;62 HRC;58 HRC;62 HRC;58 HRC;……………………….;……………………….;9,75 -11,25;polyrex;2022-05-17 00:00:00;H
243;B&P-048-5204-KPP3 - ESUN;42.6;50;-50;47;0;-15;48;0;-120;20;127;0;AXIAL;20;35;NO;NO;NO;62 HRC;58 HRC;62 HRC;58 HRC;……………………….;……………………….;9,75 -11,25;polyrex;2022-05-17 00:00:00;H
244;B&P-048-5209-KRRB2 - ESUN;30;0;-127;85;0;-15;33;0;-127;NO;NO;NO;Axial;44;23;38.24;80;0;64;58;64;58;60cNm/0,6Nm;50cNm/0,5Nm;15,4 - 17,6;Polyrex;2022-05-16 00:00:00;C
245;B&P-048-GW-208-PPB22-ESUN;21;0;-127;80;0;-13;36.52;0;-127;32.4;400;0;C3;33;15;31.775;127;0;64;58;64;58;1.3 Nm;0.64 Nm;9.6 - 12.8;polyrex;2021-10-25 00:00:00;C
246;B&P-048-59190-16 - ESUN;21.78;0;-120;47;0;-13;25.48;0;-120;16.13;120;-10;AXIAL C0;25;7;NO;NO;NO;64;58;64;58;0.17 Nm;0.11 Nm;60%- 80%;Polyrex;2022-05-16 00:00:00;B
247;B&P-048-59190-CMI;21.78;0;-120;47;0;-13;24.98;0;-120;20;0;-10;Axial (C3);34;16;NO;NO;NO;64;58;64;58;0.12;0.08;60% - 80%;Polyrex;2023-03-16 00:00:00;E
248;B&P-048-5207-KRRB19 - CMI;27;0;-120;72;0;-13;37.7;0;-120;NO;NO;NO;C3;40;21;31.8;127;0;64;58;64;58;20cNm / 0,20Nm;15cNm / 0,15Nm;6 - 7,5;Polyrex;2022-06-17 00:00:00;E
249;B&P-048-W59190-TS-CMI;34.95;0;-120;47;0;-13;37.1;0;-120;20;0;-10;axial C3;34;16;NO;NO;NO;64;58;64;58;0.22Nm;0.15Nm;6 - 8gr;polyrex;2023-07-07 00:00:00;0
250;B&P-048-204-RP7-HBZD;15.494;0;-120;45.23;0;-13;22.83;0;-120;16.05;0;-60;radial;52;36;NO;NO;NO;64;58;64;58;0.16Nm;0.1Nm;60% - 80%;polyrex;2023-11-02 00:00:00;0
251;B&P-048-205KYR2;15;0;-127;52;0;-13;18.2;0;-127;25.7;100;-100;RADIAL;38;13;22.25;127;0;64;58;64;58;0.160 Nm;0.100 Nm;60% - 80%;Polyrex;2024-09-16 00:00:00;0
252;B&P-048-206-K14-HBZD;16;0;-120;62;0;-13;24;0;-120;31.773;0;-10;Radial C3;28;13;NO;NO;NO;64;58;64;58;-;-;-;-;2023-12-13 00:00:00;A
253;B&P-048-GW-208-PPB22-HBZD;21;0;-127;80;0;-13;36.52;0;-127;32.8;400;0;C3;33;15;31.78;127;0;64;58;64;58;1.3 Nm;0.64 Nm;9.6 - 12.8;polyrex;2024-05-24 00:00:00;A
254;B&P-048-FHRL-BB9105-ESUN;12.97;0;-120;47;0;-20;28.575;0;-120;27.28;0;-120;C3;28;13;NO;NO;NO;65;60;65;60;……………………….;……………………….;60 - 80 %;Polyrex;2009-12-03 00:00:00;0
255;B&P-048-5203-KYY5-CMI;39.12;0;-380;40;0;-11;44.12;0;-380;16.256;0;-127;C3;20;5;NO;NO;NO;64;58;64;58;0.127 Nm;0.102 Nm;6 - 6,95 gr;Polyrex;2022-01-10 00:00:00;A
256;B&P-048-205-KYR2-AIHUA;15;0;-127;52;0;-13;18.2;0;-127;25.7;100;-100;RADIAL;38;13;22.25;127;0;64;58;64;58;0.160 Nm;0.100 Nm;60-80%;Polyrex;2024-10-07 00:00:00;B
257;B&P-048-205-KYY5-AIHUA;15;0;-120;52;0;-13;25.4;0;-120;22.8;300;-300;RADIAL;13;38;22.25;127;0;64;58;64;58;0.237;0.158;60-80%;Polyrex;2024-10-07 00:00:00;B
258;B&P-048-207-KRRB12-CMI;17;0;-127;72;0;-13;25;0;-127;30;50;-50;C0;20;6;28.6;127;0;64;58;64;58;0.318 Nm;0.247 Nm;60-80%;Polyrex;2024-10-15 00:00:00;C
259;B&P-048-203-KRR5-HNHS;12;0;-120;40;0;-11;18.288;0;-120;13.081;0;-127;C3;25;11;NO;NO;NO;64;58;64;58;0,0918 Nm;0,0564 Nm;60-80%;Polyrex;2019-05-20 00:00:00;0
260;B&P-048-203-KPP51-HNHS;12;0;-120;40;0;-11;22.35;0;-120;13.081;0;-127;RADIAL;46;36;NO;NO;NO;64;58;64;58;0,12 Nm;0,09 Nm;60-80%;Polyrex;2024-12-10 00:00:00;B
261;B&P-048-BB203-KRR2FD-HBZD;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;Axial;51;10;NO;NO;NO;64;58;64;58;0.071;0.106;60-80%;Polyrex;2024-12-27 00:00:00;B
262;B&P-048-208KPPB52-HBZD;18;0;-127;80;0;-13;28;0;-127;29.12;160;0;Radial (C3);33;15;28.6;127;0;64;58;64;58;1,3 Nm;0,644 Nm;9,6 - 12,8 gr;Polyrex;2024-11-27 00:00:00;D
263;B&P-048-204-KRR2-HBZD;14;0;-120;47;0;-13;20.955;0;-120;NO;NO;NO;Radial (C3);28;13;17.653;127;0;64;58;64;58;0,092 Nm;0,056 Nm;2,87 - 3,83 gr;polyrex;2012-08-14 00:00:00;0
264;B&P-048-204-KYY2-HBZD;14;0;-120;47;0;-130;20.96;0;-120;18.08;50;-50;Radial (C3);28;13;17.653;130;0;64;58;64;58;0.169 Nm;0.112 Nm;60-80%;Polyrex;2024-12-31 00:00:00;D
265;B&P-048-207-KRRB9-HNHS;17;0;-127;72;0;-13;37.7;0;-127;NO;NO;NO;Radial (C0);20;6;28.6;127;0;64;58;64;58;0.40 Nm;0.25 Nm;60-80%;polyrex;2025-03-05 00:00:00;B
266;B&P-048-W-208-YYB22-HBZD ;21;0;-127;80;0;-13;36.52;0;-127;32.8;160;0;C3;33;15;31.78;127;0;64;58;64;58;0.56 Nm;0.37 Nm;60-80%;Polyrex;2024-11-05 00:00:00;B
267;B&P-048-204-KYY2-HNHS;14;0;-120;47;0;-13;21;0;-120;18.4;200;0;C3;28;13;17.65;130;0;64;58;64;58;0.35 Nm;0.15 Nm;60-80%;polyrex;2025-04-23 00:00:00;E
268;B&P-048-205-KYYB5-CMI;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;RADIAL;38;13;22.25;127;0;64;58;64;58;0.237 Nm;0.158 Nm;60-80%;polyrex;2022-06-29 00:00:00;F
269;B&P-048-210-PPB20-HBZD;22;0;-127;90;0;-15;36.52;0;-127;NO;NO;NO;C3;36;18;31.775;127;0;64;58;64;58;1.2Nm;0.91Nm;60-80%;polyrex;2025-02-13 00:00:00;D
270;B&P-048-BB204-KYY2-HBZD;14;0;-120;47;0;-13;20.96;0;-120;NO;NO;NO;C3;43;36;17.653;130;0;64;58;64;58;0.169 Nm;0.1129 Nm;60-80%;polyrex;2025-01-21 00:00:00;A
271;BPB-048-205-KRRB2-HNHS;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;5;20;22.25;127;0;64;58;64;58;0.1 Nm;0.05 Nm;2.7-3.6 g (60-80%);Polyrex;2025-04-23 00:00:00;K
272;B&P-048-204-KRR2-HNHS;14;0;-120;47;0;-13;21;0;-120;NO;NO;NO;C3;28;13;17.65;127;0;64;58;64;58;0.1 Nm;0.05 Nm;2.87-3.83 g (60-80%);polyrex;2025-04-23 00:00:00;B
273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
